id,translation
314,"{'input': '<QUESTION> List the <COLUMN> names </COLUMN> of <TABLE> conductors </TABLE> in ascending order of <COLUMN> age </COLUMN> .  </QUESTION> <SCHEMA> The database name is ""orchestra"". This database has a table whose name is ""conductor"". The column names of this table are ""conductor id"" which is of type number, ""name"" which is of type text, ""age"" which is of type number, ""nationality"" which is of type text, ""year of work"" which is of type number. The mandatory column of this table is ""conductor id"". The table ""orchestra"" has a reference in the table ""conductor"" which are linked by the column ""conductor id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Name </COLUMN>  FROM  <TABLE> conductor </TABLE> ORDER BY <COLUMN> Age </COLUMN> ASCENDING </QUERY>'}"
315,"{'input': '<QUESTION> What are the <COLUMN> names </COLUMN> of <TABLE> conductors </TABLE> , ordered by <COLUMN> age </COLUMN> ?  </QUESTION> <SCHEMA> The database name is ""orchestra"". This database has a table whose name is ""conductor"". The column names of this table are ""conductor id"" which is of type number, ""name"" which is of type text, ""age"" which is of type number, ""nationality"" which is of type text, ""year of work"" which is of type number. The mandatory column of this table is ""conductor id"". The table ""orchestra"" has a reference in the table ""conductor"" which are linked by the column ""conductor id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Name </COLUMN>  FROM  <TABLE> conductor </TABLE> ORDER BY <COLUMN> Age </COLUMN> ASCENDING </QUERY>'}"
316,"{'input': '<QUESTION> What are the <COLUMN> names </COLUMN> of <TABLE> conductors </TABLE> whose <COLUMN> nationalities </COLUMN> are not ` ` USA \'\' ?  </QUESTION> <SCHEMA> The database name is ""orchestra"". This database has a table whose name is ""conductor"". The column names of this table are ""conductor id"" which is of type number, ""name"" which is of type text, ""age"" which is of type number, ""nationality"" which is of type text, ""year of work"" which is of type number. The mandatory column of this table is ""conductor id"". The table ""orchestra"" has a reference in the table ""conductor"" which are linked by the column ""conductor id"". </SCHEMA>', 'output': ""<QUERY> SELECT  <COLUMN> Name </COLUMN>  FROM  <TABLE> conductor </TABLE> WHERE <COLUMN> Nationality </COLUMN> not equals <VALUE> 'USA' </VALUE> </QUERY>""}"
317,"{'input': '<QUESTION> Return the <COLUMN> names </COLUMN> of <TABLE> conductors </TABLE> that do not have the <COLUMN> nationality </COLUMN> ` ` USA \'\' .  </QUESTION> <SCHEMA> The database name is ""orchestra"". This database has a table whose name is ""conductor"". The column names of this table are ""conductor id"" which is of type number, ""name"" which is of type text, ""age"" which is of type number, ""nationality"" which is of type text, ""year of work"" which is of type number. The mandatory column of this table is ""conductor id"". The table ""orchestra"" has a reference in the table ""conductor"" which are linked by the column ""conductor id"". </SCHEMA>', 'output': ""<QUERY> SELECT  <COLUMN> Name </COLUMN>  FROM  <TABLE> conductor </TABLE> WHERE <COLUMN> Nationality </COLUMN> not equals <VALUE> 'USA' </VALUE> </QUERY>""}"
318,"{'input': '<QUESTION> What are the record companies of <TABLE> orchestras </TABLE> in descending order of years in which they were <COLUMN> founded </COLUMN> ?  </QUESTION> <SCHEMA> The database name is ""orchestra"". This database has a table whose name is ""orchestra"". The column names of this table are ""orchestra id"" which is of type number, ""orchestra"" which is of type text, ""conductor id"" which is of type number, ""record company"" which is of type text, ""year of founded"" which is of type number, ""major record format"" which is of type text. The mandatory column of this table is ""orchestra id"". The table ""orchestra"" has a reference in the table ""conductor"" which are linked by the column ""conductor id"". The table ""performance"" has a reference in the table ""orchestra"" which are linked by the column ""orchestra id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Record_Company </COLUMN>  FROM  <TABLE> orchestra </TABLE> ORDER BY <COLUMN> Year_of_Founded </COLUMN> DESCENDING </QUERY>'}"
319,"{'input': '<QUESTION> Return the record companies of <TABLE> orchestras </TABLE> , sorted descending by the years in which they were <COLUMN> founded </COLUMN> .  </QUESTION> <SCHEMA> The database name is ""orchestra"". This database has a table whose name is ""orchestra"". The column names of this table are ""orchestra id"" which is of type number, ""orchestra"" which is of type text, ""conductor id"" which is of type number, ""record company"" which is of type text, ""year of founded"" which is of type number, ""major record format"" which is of type text. The mandatory column of this table is ""orchestra id"". The table ""orchestra"" has a reference in the table ""conductor"" which are linked by the column ""conductor id"". The table ""performance"" has a reference in the table ""orchestra"" which are linked by the column ""orchestra id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Record_Company </COLUMN>  FROM  <TABLE> orchestra </TABLE> ORDER BY <COLUMN> Year_of_Founded </COLUMN> DESCENDING </QUERY>'}"
320,"{'input': '<QUESTION> What is the average <COLUMN> attendance </COLUMN> of <TABLE> shows </TABLE> ?  </QUESTION> <SCHEMA> The database name is ""orchestra"". This database has a table whose name is ""show"". The column names of this table are ""show id"" which is of type number, ""performance id"" which is of type number, ""if first show"" which is of type others, ""result"" which is of type text, ""attendance"" which is of type number. The mandatory column of this table is  The table ""show"" has a reference in the table ""performance"" which are linked by the column ""performance id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> avg </AGGREGATE> <COLUMN> Attendance </COLUMN>  FROM  <TABLE> SHOW </TABLE>  </QUERY>'}"
321,"{'input': '<QUESTION> Return the average <COLUMN> attendance </COLUMN> across all <TABLE> shows </TABLE> .  </QUESTION> <SCHEMA> The database name is ""orchestra"". This database has a table whose name is ""show"". The column names of this table are ""show id"" which is of type number, ""performance id"" which is of type number, ""if first show"" which is of type others, ""result"" which is of type text, ""attendance"" which is of type number. The mandatory column of this table is  The table ""show"" has a reference in the table ""performance"" which are linked by the column ""performance id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> avg </AGGREGATE> <COLUMN> Attendance </COLUMN>  FROM  <TABLE> SHOW </TABLE>  </QUERY>'}"
322,"{'input': '<QUESTION> How many different <COLUMN> nationalities </COLUMN> do <TABLE> conductors </TABLE> have ?  </QUESTION> <SCHEMA> The database name is ""orchestra"". This database has a table whose name is ""conductor"". The column names of this table are ""conductor id"" which is of type number, ""name"" which is of type text, ""age"" which is of type number, ""nationality"" which is of type text, ""year of work"" which is of type number. The mandatory column of this table is ""conductor id"". The table ""orchestra"" has a reference in the table ""conductor"" which are linked by the column ""conductor id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE> DISTINCT <COLUMN> Nationality </COLUMN>  FROM  <TABLE> conductor </TABLE>  </QUERY>'}"
323,"{'input': '<QUESTION> Count the number of different <COLUMN> nationalities </COLUMN> of <TABLE> conductors </TABLE> .  </QUESTION> <SCHEMA> The database name is ""orchestra"". This database has a table whose name is ""conductor"". The column names of this table are ""conductor id"" which is of type number, ""name"" which is of type text, ""age"" which is of type number, ""nationality"" which is of type text, ""year of work"" which is of type number. The mandatory column of this table is ""conductor id"". The table ""orchestra"" has a reference in the table ""conductor"" which are linked by the column ""conductor id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE> DISTINCT <COLUMN> Nationality </COLUMN>  FROM  <TABLE> conductor </TABLE>  </QUERY>'}"
324,"{'input': '<QUESTION> List <COLUMN> names </COLUMN> of <TABLE> conductors </TABLE> in descending order of years of work .  </QUESTION> <SCHEMA> The database name is ""orchestra"". This database has a table whose name is ""conductor"". The column names of this table are ""conductor id"" which is of type number, ""name"" which is of type text, ""age"" which is of type number, ""nationality"" which is of type text, ""year of work"" which is of type number. The mandatory column of this table is ""conductor id"". The table ""orchestra"" has a reference in the table ""conductor"" which are linked by the column ""conductor id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Name </COLUMN>  FROM  <TABLE> conductor </TABLE> ORDER BY <COLUMN> Year_of_Work </COLUMN> DESCENDING </QUERY>'}"
325,"{'input': '<QUESTION> What are the <COLUMN> names </COLUMN> of <TABLE> conductors </TABLE> , sorted descending by the number of years they have worked ?  </QUESTION> <SCHEMA> The database name is ""orchestra"". This database has a table whose name is ""conductor"". The column names of this table are ""conductor id"" which is of type number, ""name"" which is of type text, ""age"" which is of type number, ""nationality"" which is of type text, ""year of work"" which is of type number. The mandatory column of this table is ""conductor id"". The table ""orchestra"" has a reference in the table ""conductor"" which are linked by the column ""conductor id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Name </COLUMN>  FROM  <TABLE> conductor </TABLE> ORDER BY <COLUMN> Year_of_Work </COLUMN> DESCENDING </QUERY>'}"
326,"{'input': '<QUESTION> Please show the different record companies and the corresponding number of <TABLE> orchestras </TABLE> .  </QUESTION> <SCHEMA> The database name is ""orchestra"". This database has a table whose name is ""orchestra"". The column names of this table are ""orchestra id"" which is of type number, ""orchestra"" which is of type text, ""conductor id"" which is of type number, ""record company"" which is of type text, ""year of founded"" which is of type number, ""major record format"" which is of type text. The mandatory column of this table is ""orchestra id"". The table ""orchestra"" has a reference in the table ""conductor"" which are linked by the column ""conductor id"". The table ""performance"" has a reference in the table ""orchestra"" which are linked by the column ""orchestra id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Record_Company </COLUMN>  <PRIMARY KEY> orchestra id </PRIMARY KEY>  FROM  <TABLE> orchestra </TABLE> GROUP BY <COLUMN>  Record_Company </COLUMN> </QUERY>'}"
327,"{'input': '<QUESTION> How many <TABLE> orchestras </TABLE> does each record <COLUMN> company </COLUMN> manage ?  </QUESTION> <SCHEMA> The database name is ""orchestra"". This database has a table whose name is ""orchestra"". The column names of this table are ""orchestra id"" which is of type number, ""orchestra"" which is of type text, ""conductor id"" which is of type number, ""record company"" which is of type text, ""year of founded"" which is of type number, ""major record format"" which is of type text. The mandatory column of this table is ""orchestra id"". The table ""orchestra"" has a reference in the table ""conductor"" which are linked by the column ""conductor id"". The table ""performance"" has a reference in the table ""orchestra"" which are linked by the column ""orchestra id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Record_Company </COLUMN>  <PRIMARY KEY> orchestra id </PRIMARY KEY>  FROM  <TABLE> orchestra </TABLE> GROUP BY <COLUMN>  Record_Company </COLUMN> </QUERY>'}"
328,"{'input': '<QUESTION> List the names of <TABLE> orchestras </TABLE> that have no <TABLE> performance </TABLE> .  </QUESTION> <SCHEMA> The database name is ""orchestra"". This database has a table whose name is ""orchestra"". The column names of this table are ""orchestra id"" which is of type number, ""orchestra"" which is of type text, ""conductor id"" which is of type number, ""record company"" which is of type text, ""year of founded"" which is of type number, ""major record format"" which is of type text. The mandatory column of this table is ""orchestra id"". The table ""orchestra"" has a reference in the table ""conductor"" which are linked by the column ""conductor id"". The table ""performance"" has a reference in the table ""orchestra"" which are linked by the column ""orchestra id"".The database name is ""orchestra"". This database has a table whose name is ""performance"". The column names of this table are ""performance id"" which is of type number, ""orchestra id"" which is of type number, ""type"" which is of type text, ""date"" which is of type text, ""official ratings (millions)"" which is of type number, ""weekly rank"" which is of type text, ""share"" which is of type text. The mandatory column of this table is ""performance id"". The table ""performance"" has a reference in the table ""orchestra"" which are linked by the column ""orchestra id"". The table ""show"" has a reference in the table ""performance"" which are linked by the column ""performance id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Orchestra </COLUMN>  FROM  <TABLE> orchestra </TABLE> WHERE <COLUMN> Orchestra_ID </COLUMN> NOT IN <QUERY> SELECT  <COLUMN> Orchestra_ID </COLUMN>  FROM  <TABLE> performance </TABLE>  </QUERY> </QUERY>'}"
329,"{'input': '<QUESTION> What are the <TABLE> orchestras </TABLE> that do not have any <TABLE> performances </TABLE> ?  </QUESTION> <SCHEMA> The database name is ""orchestra"". This database has a table whose name is ""orchestra"". The column names of this table are ""orchestra id"" which is of type number, ""orchestra"" which is of type text, ""conductor id"" which is of type number, ""record company"" which is of type text, ""year of founded"" which is of type number, ""major record format"" which is of type text. The mandatory column of this table is ""orchestra id"". The table ""orchestra"" has a reference in the table ""conductor"" which are linked by the column ""conductor id"". The table ""performance"" has a reference in the table ""orchestra"" which are linked by the column ""orchestra id"".The database name is ""orchestra"". This database has a table whose name is ""performance"". The column names of this table are ""performance id"" which is of type number, ""orchestra id"" which is of type number, ""type"" which is of type text, ""date"" which is of type text, ""official ratings (millions)"" which is of type number, ""weekly rank"" which is of type text, ""share"" which is of type text. The mandatory column of this table is ""performance id"". The table ""performance"" has a reference in the table ""orchestra"" which are linked by the column ""orchestra id"". The table ""show"" has a reference in the table ""performance"" which are linked by the column ""performance id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Orchestra </COLUMN>  FROM  <TABLE> orchestra </TABLE> WHERE <COLUMN> Orchestra_ID </COLUMN> NOT IN <QUERY> SELECT  <COLUMN> Orchestra_ID </COLUMN>  FROM  <TABLE> performance </TABLE>  </QUERY> </QUERY>'}"
330,"{'input': '<QUESTION> How many high <TABLE> schoolers </TABLE> are there ?  </QUESTION> <SCHEMA> The database name is ""network 1"". This database has a table whose name is ""Highschooler"". The column names of this table are ""id"" which is of type number, ""name"" which is of type text, ""grade"" which is of type number. The mandatory column of this table is ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""friend id"" and ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""liked id"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> id </PRIMARY KEY>  FROM  <TABLE> Highschooler </TABLE>  </QUERY>'}"
331,"{'input': '<QUESTION> Count the number of high <TABLE> schoolers </TABLE> .  </QUESTION> <SCHEMA> The database name is ""network 1"". This database has a table whose name is ""Highschooler"". The column names of this table are ""id"" which is of type number, ""name"" which is of type text, ""grade"" which is of type number. The mandatory column of this table is ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""friend id"" and ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""liked id"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> id </PRIMARY KEY>  FROM  <TABLE> Highschooler </TABLE>  </QUERY>'}"
332,"{'input': '<QUESTION> Show the <COLUMN> names </COLUMN> and <COLUMN> grades </COLUMN> of each high <TABLE> schooler </TABLE> .  </QUESTION> <SCHEMA> The database name is ""network 1"". This database has a table whose name is ""Highschooler"". The column names of this table are ""id"" which is of type number, ""name"" which is of type text, ""grade"" which is of type number. The mandatory column of this table is ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""friend id"" and ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""liked id"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> name </COLUMN>  <COLUMN> grade </COLUMN>  FROM  <TABLE> Highschooler </TABLE>  </QUERY>'}"
333,"{'input': '<QUESTION> What are the <COLUMN> names </COLUMN> and <COLUMN> grades </COLUMN> for each high <TABLE> schooler </TABLE> ?  </QUESTION> <SCHEMA> The database name is ""network 1"". This database has a table whose name is ""Highschooler"". The column names of this table are ""id"" which is of type number, ""name"" which is of type text, ""grade"" which is of type number. The mandatory column of this table is ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""friend id"" and ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""liked id"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> name </COLUMN>  <COLUMN> grade </COLUMN>  FROM  <TABLE> Highschooler </TABLE>  </QUERY>'}"
334,"{'input': '<QUESTION> Show all the <COLUMN> grades </COLUMN> of the high <TABLE> schoolers </TABLE> .  </QUESTION> <SCHEMA> The database name is ""network 1"". This database has a table whose name is ""Highschooler"". The column names of this table are ""id"" which is of type number, ""name"" which is of type text, ""grade"" which is of type number. The mandatory column of this table is ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""friend id"" and ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""liked id"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> grade </COLUMN>  FROM  <TABLE> Highschooler </TABLE>  </QUERY>'}"
335,"{'input': '<QUESTION> What is the <COLUMN> grade </COLUMN> of each high <TABLE> schooler </TABLE> ?  </QUESTION> <SCHEMA> The database name is ""network 1"". This database has a table whose name is ""Highschooler"". The column names of this table are ""id"" which is of type number, ""name"" which is of type text, ""grade"" which is of type number. The mandatory column of this table is ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""friend id"" and ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""liked id"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> grade </COLUMN>  FROM  <TABLE> Highschooler </TABLE>  </QUERY>'}"
336,"{'input': '<QUESTION> What <COLUMN> grade </COLUMN> is Kyle in ?  </QUESTION> <SCHEMA> The database name is ""network 1"". This database has a table whose name is ""Highschooler"". The column names of this table are ""id"" which is of type number, ""name"" which is of type text, ""grade"" which is of type number. The mandatory column of this table is ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""friend id"" and ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""liked id"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> grade </COLUMN>  FROM  <TABLE> Highschooler </TABLE> WHERE <COLUMN> name </COLUMN> equals <VALUE> ""Kyle"" </VALUE> </QUERY>'}"
337,"{'input': '<QUESTION> Return the <COLUMN> grade </COLUMN> for the high <TABLE> schooler </TABLE> <COLUMN> named </COLUMN> Kyle .  </QUESTION> <SCHEMA> The database name is ""network 1"". This database has a table whose name is ""Highschooler"". The column names of this table are ""id"" which is of type number, ""name"" which is of type text, ""grade"" which is of type number. The mandatory column of this table is ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""friend id"" and ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""liked id"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> grade </COLUMN>  FROM  <TABLE> Highschooler </TABLE> WHERE <COLUMN> name </COLUMN> equals <VALUE> ""Kyle"" </VALUE> </QUERY>'}"
338,"{'input': '<QUESTION> Show the <COLUMN> names </COLUMN> of all high <TABLE> schoolers </TABLE> in <COLUMN> grade </COLUMN> <VALUE> 10 </VALUE> .  </QUESTION> <SCHEMA> The database name is ""network 1"". This database has a table whose name is ""Highschooler"". The column names of this table are ""id"" which is of type number, ""name"" which is of type text, ""grade"" which is of type number. The mandatory column of this table is ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""friend id"" and ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""liked id"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> name </COLUMN>  FROM  <TABLE> Highschooler </TABLE> WHERE <COLUMN> grade </COLUMN> equals <VALUE> 10 </VALUE> </QUERY>'}"
339,"{'input': '<QUESTION> What are the <COLUMN> names </COLUMN> of all high <TABLE> schoolers </TABLE> in <COLUMN> grade </COLUMN> <VALUE> 10 </VALUE> ?  </QUESTION> <SCHEMA> The database name is ""network 1"". This database has a table whose name is ""Highschooler"". The column names of this table are ""id"" which is of type number, ""name"" which is of type text, ""grade"" which is of type number. The mandatory column of this table is ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""friend id"" and ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""liked id"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> name </COLUMN>  FROM  <TABLE> Highschooler </TABLE> WHERE <COLUMN> grade </COLUMN> equals <VALUE> 10 </VALUE> </QUERY>'}"
340,"{'input': '<QUESTION> Show the <COLUMN> ID </COLUMN> of the high <TABLE> schooler </TABLE> <COLUMN> named </COLUMN> Kyle .  </QUESTION> <SCHEMA> The database name is ""network 1"". This database has a table whose name is ""Highschooler"". The column names of this table are ""id"" which is of type number, ""name"" which is of type text, ""grade"" which is of type number. The mandatory column of this table is ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""friend id"" and ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""liked id"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> ID </COLUMN>  FROM  <TABLE> Highschooler </TABLE> WHERE <COLUMN> name </COLUMN> equals <VALUE> ""Kyle"" </VALUE> </QUERY>'}"
341,"{'input': '<QUESTION> What is Kyle \'s i d ?  </QUESTION> <SCHEMA> The database name is ""network 1"". This database has a table whose name is ""Highschooler"". The column names of this table are ""id"" which is of type number, ""name"" which is of type text, ""grade"" which is of type number. The mandatory column of this table is ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""friend id"" and ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""liked id"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> ID </COLUMN>  FROM  <TABLE> Highschooler </TABLE> WHERE <COLUMN> name </COLUMN> equals <VALUE> ""Kyle"" </VALUE> </QUERY>'}"
342,"{'input': '<QUESTION> Show the number of high <TABLE> schoolers </TABLE> for each <COLUMN> grade </COLUMN> .  </QUESTION> <SCHEMA> The database name is ""network 1"". This database has a table whose name is ""Highschooler"". The column names of this table are ""id"" which is of type number, ""name"" which is of type text, ""grade"" which is of type number. The mandatory column of this table is ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""friend id"" and ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""liked id"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> grade </COLUMN> <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> id </PRIMARY KEY>  FROM  <TABLE> Highschooler </TABLE> GROUP BY <COLUMN>  grade </COLUMN> </QUERY>'}"
343,"{'input': '<QUESTION> How many high <TABLE> schoolers </TABLE> are in each <COLUMN> grade </COLUMN> ?  </QUESTION> <SCHEMA> The database name is ""network 1"". This database has a table whose name is ""Highschooler"". The column names of this table are ""id"" which is of type number, ""name"" which is of type text, ""grade"" which is of type number. The mandatory column of this table is ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""friend id"" and ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""liked id"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> grade </COLUMN> <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> id </PRIMARY KEY>  FROM  <TABLE> Highschooler </TABLE> GROUP BY <COLUMN>  grade </COLUMN> </QUERY>'}"
344,"{'input': '<QUESTION> Show the <COLUMN> student </COLUMN> IDs and numbers of <TABLE> friends </TABLE> corresponding to each .  </QUESTION> <SCHEMA> The database name is ""network 1"". This database has a table whose name is ""Friend"". The column names of this table are ""student id"" which is of type number, ""friend id"" which is of type number. The mandatory column of this table is ""student id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""friend id"" and ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> student_id </COLUMN> <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> student id </PRIMARY KEY>  FROM  <TABLE> Friend </TABLE> GROUP BY <COLUMN>  student_id </COLUMN> </QUERY>'}"
345,"{'input': '<QUESTION> How many <TABLE> friends </TABLE> does each <COLUMN> student </COLUMN> have ?  </QUESTION> <SCHEMA> The database name is ""network 1"". This database has a table whose name is ""Friend"". The column names of this table are ""student id"" which is of type number, ""friend id"" which is of type number. The mandatory column of this table is ""student id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""friend id"" and ""id"". The table ""friend"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> student_id </COLUMN> <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> student id </PRIMARY KEY>  FROM  <TABLE> Friend </TABLE> GROUP BY <COLUMN>  student_id </COLUMN> </QUERY>'}"
346,"{'input': '<QUESTION> Count the number of <TABLE> likes </TABLE> for each <COLUMN> student </COLUMN> i d .  </QUESTION> <SCHEMA> The database name is ""network 1"". This database has a table whose name is ""Likes"". The column names of this table are ""student id"" which is of type number, ""liked id"" which is of type number. The mandatory column of this table is ""student id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""liked id"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> student_id </COLUMN> <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> student id </PRIMARY KEY>  FROM  <TABLE> Likes </TABLE> GROUP BY <COLUMN>  student_id </COLUMN> </QUERY>'}"
347,"{'input': '<QUESTION> How many <TABLE> likes </TABLE> correspond to each <COLUMN> student </COLUMN> i d ?  </QUESTION> <SCHEMA> The database name is ""network 1"". This database has a table whose name is ""Likes"". The column names of this table are ""student id"" which is of type number, ""liked id"" which is of type number. The mandatory column of this table is ""student id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""student id"" and ""id"". The table ""likes"" has a reference in the table ""high schooler"" which are linked by the columns ""liked id"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> student_id </COLUMN> <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> student id </PRIMARY KEY>  FROM  <TABLE> Likes </TABLE> GROUP BY <COLUMN>  student_id </COLUMN> </QUERY>'}"
